epoch,loss,val_loss
6,0.4072747528553009,0.5382914543151855
7,0.36835819482803345,0.5339424014091492
8,0.3291020691394806,0.6681901216506958
9,0.3098958432674408,0.7442318201065063
10,0.2755945324897766,0.625511109828949
11,0.25194108486175537,0.5581845045089722
12,0.23609361052513123,0.5947323441505432
13,0.2239362895488739,0.6196484565734863
14,0.2151164710521698,0.4973762333393097
15,0.1924767792224884,0.6066455245018005
16,0.18788336217403412,0.5141966342926025
17,0.18260180950164795,0.5264359712600708
18,0.16972079873085022,0.4763985872268677
19,0.1568526178598404,0.5163113474845886
20,0.15260927379131317,0.48479005694389343
21,0.15690314769744873,0.47160595655441284
22,0.1503264158964157,0.5495465397834778
23,0.14382770657539368,0.5317915081977844
24,0.13466762006282806,0.5235207676887512
25,0.1315508335828781,0.6211267709732056
26,0.1288457214832306,0.5124001502990723
27,0.1240336000919342,0.49078044295310974
28,0.12456467002630234,0.5344207286834717
29,0.1243077889084816,0.4391710162162781
30,0.1232677474617958,0.5700555443763733
31,0.12137505412101746,0.7040449976921082
32,0.119822196662426,0.6901288032531738
33,0.11237975209951401,0.5121281147003174
34,0.10803446173667908,0.5380054116249084
35,0.1041051521897316,0.47083184123039246
36,0.10450471937656403,0.5216565728187561
37,0.10685694217681885,0.5848827958106995
38,0.10427497327327728,0.6206575036048889
39,0.10151994973421097,0.5487442016601562
40,0.09916794300079346,0.44288232922554016
41,0.09739387035369873,0.48229676485061646
42,0.10200127959251404,0.4816008508205414
43,0.0985923483967781,0.4996062219142914
44,0.0926283523440361,0.5178365707397461
45,0.08915495127439499,0.5686970949172974
46,0.08973106741905212,0.5071248412132263
47,0.09050598740577698,0.5962427854537964
48,0.0908241793513298,0.5311385989189148
49,0.0892987921833992,0.5325391888618469
0,1.1472362279891968,1.0
1,1.1916084289550781,1.0
2,1.1916084289550781,1.0
3,1.1916084289550781,1.0
4,1.1916084289550781,1.0
0,0.8601779937744141,0.9999924898147583
0,0.37926939129829407,0.09001973271369934
1,0.29530099034309387,0.13787317276000977
2,0.2830197811126709,0.10753113031387329
3,0.2844645380973816,0.10762900859117508
4,0.2963806688785553,0.12509840726852417
0,0.051539819687604904,0.027634119614958763
1,0.035606060177087784,0.02301015704870224
2,0.0336991585791111,0.02318558841943741
3,0.03390940651297569,0.023143338039517403
4,0.034229688346385956,0.023823151364922523
0,1.0290145874023438,0.779741108417511
1,0.8683140277862549,0.7021907567977905
2,0.8574889302253723,0.6835601329803467
3,0.8578198552131653,0.6705412268638611
4,0.8348989486694336,0.6524603366851807
5,0.8136298060417175,0.6389413475990295
6,0.810596227645874,0.643705427646637
7,0.8077034950256348,0.6345342397689819
8,0.8004745841026306,0.6423373222351074
9,0.8017312288284302,0.638126790523529
10,0.7892413139343262,0.6294884085655212
11,0.7804178595542908,0.6226720809936523
12,0.7745791673660278,0.619858980178833
13,0.7639675140380859,0.6241759061813354
14,0.7640315890312195,0.6112632155418396
15,0.7591696977615356,0.6200733184814453
16,0.7587605714797974,0.6412647366523743
17,0.7535474300384521,0.6384760141372681
18,0.7743270397186279,0.6429221034049988
19,0.7685632705688477,0.6429256200790405
20,nan,nan
21,nan,nan
22,nan,nan
23,nan,nan
24,nan,nan
25,nan,nan
0,1.1177544593811035,1.0
1,1.1916084289550781,1.0
2,1.1916084289550781,1.0
3,1.1916084289550781,1.0
4,1.1916084289550781,1.0
5,1.1916084289550781,1.0
6,1.1916084289550781,1.0
7,1.1916084289550781,1.0
8,1.1916084289550781,1.0
9,1.1916084289550781,1.0
10,1.1916084289550781,1.0
11,1.1916084289550781,1.0
12,1.1916084289550781,1.0
13,1.1916084289550781,1.0
14,1.1916084289550781,1.0
15,1.1916084289550781,1.0
0,1.0185534954071045,0.7265992760658264
0,1.1588062047958374,1.0
1,1.1916084289550781,1.0
2,1.1916084289550781,1.0
3,1.1916084289550781,1.0
4,1.1916084289550781,1.0
